year,country_code,country_name,country_category,ssi,hg,w,w_trend,w_prime,w_double_prime,ssi_m,ssi_d,ssi_i,ssi_r,hg_geopolitical,hg_economic,hg_social,hg_external,hg_nontraditional
2016,NOR,Norway,发达经济体,75.41,0.296,53.07,52.85,-0.18,-0.0,28.68,23.41,16.03,8.25,0.046,0.041,0.089,0.044,0.026
2017,NOR,Norway,发达经济体,75.42,0.293,53.31,52.67,-0.18,-0.0,27.99,23.39,15.29,6.93,0.069,0.103,0.03,0.036,0.037
2018,NOR,Norway,发达经济体,75.42,0.301,52.69,52.49,-0.18,-0.0,31.81,24.47,13.25,7.78,0.045,0.06,0.089,0.052,0.024
2019,NOR,Norway,发达经济体,75.44,0.296,53.09,52.31,-0.18,-0.0,32.58,24.54,14.1,8.04,0.065,0.086,0.056,0.06,0.021
2020,NOR,Norway,发达经济体,74.45,0.346,48.66,52.12,-0.18,-0.0,29.74,23.09,12.89,8.38,0.073,0.053,0.081,0.064,0.031
2021,NOR,Norway,发达经济体,75.46,0.299,52.89,51.94,-0.18,0.0,30.76,23.16,13.79,8.34,0.114,0.072,0.059,0.045,0.036
2022,NOR,Norway,发达经济体,75.48,0.33,50.57,51.76,-0.18,0.0,27.75,23.28,14.54,7.11,0.099,0.094,0.069,0.044,0.036
2023,NOR,Norway,发达经济体,75.49,0.303,52.65,51.58,-0.18,0.0,32.3,22.4,15.85,6.85,0.067,0.086,0.053,0.055,0.027
2000,DNK,Denmark,发达经济体,70.81,0.25,53.09,53.11,0.0,0.0,26.43,21.29,15.75,7.13,0.066,0.098,0.041,0.02,0.016
2001,DNK,Denmark,发达经济体,70.87,0.262,52.27,53.03,-0.08,0.0,29.0,21.39,12.35,8.05,0.061,0.028,0.046,0.03,0.03
2002,DNK,Denmark,发达经济体,70.92,0.254,52.94,52.94,-0.08,-0.0,29.09,22.48,14.21,6.19,0.049,0.05,0.056,0.038,0.035
2003,DNK,Denmark,发达经济体,70.97,0.255,52.88,52.86,-0.08,-0.0,30.21,19.99,15.81,7.87,0.046,0.057,0.052,0.029,0.033
2004,DNK,Denmark,发达经济体,71.09,0.254,53.02,52.78,-0.08,-0.0,26.06,20.84,12.32,6.18,0.107,0.061,0.053,0.055,0.027
2005,DNK,Denmark,发达经济体,71.13,0.257,52.87,52.69,-0.08,-0.0,26.83,19.99,13.26,7.17,0.104,0.086,0.041,0.056,0.032
2006,DNK,Denmark,发达经济体,71.19,0.257,52.87,52.61,-0.09,-0.0,25.53,22.44,15.81,6.6,0.12,0.061,0.078,0.029,0.017
2007,DNK,Denmark,发达经济体,71.22,0.26,52.69,52.52,-0.09,-0.0,28.09,23.33,13.05,7.97,0.039,0.039,0.034,0.036,0.031
2008,DNK,Denmark,发达经济体,70.81,0.28,50.98,52.43,-0.09,-0.0,27.53,22.9,15.91,7.74,0.071,0.104,0.051,0.037,0.021
2009,DNK,Denmark,发达经济体,71.37,0.262,52.65,52.34,-0.09,-0.0,27.28,22.69,13.37,6.27,0.046,0.074,0.055,0.033,0.026
2010,DNK,Denmark,发达经济体,71.42,0.264,52.56,52.24,-0.1,-0.0,29.81,21.63,16.27,6.96,0.073,0.078,0.03,0.033,0.031
2011,DNK,Denmark,发达经济体,71.51,0.265,52.56,52.14,-0.1,-0.0,30.15,20.25,15.29,8.09,0.072,0.071,0.059,0.031,0.022
2012,DNK,Denmark,发达经济体,71.55,0.267,52.46,52.04,-0.1,-0.0,30.62,21.42,12.98,6.17,0.111,0.089,0.054,0.058,0.036
2013,DNK,Denmark,发达经济体,71.58,0.27,52.28,51.93,-0.11,-0.0,30.76,19.89,16.15,6.19,0.082,0.074,0.039,0.041,0.022
2014,DNK,Denmark,发达经济体,71.68,0.282,51.48,51.82,-0.11,-0.0,26.25,22.96,13.54,7.35,0.068,0.038,0.071,0.061,0.023
2015,DNK,Denmark,发达经济体,71.73,0.272,52.24,51.71,-0.11,-0.0,29.53,19.66,15.43,7.9,0.044,0.073,0.049,0.022,0.018
2016,DNK,Denmark,发达经济体,71.8,0.279,51.79,51.59,-0.12,-0.0,26.43,20.09,13.55,6.57,0.049,0.103,0.028,0.036,0.035
2017,DNK,Denmark,发达经济体,71.86,0.275,52.12,51.47,-0.12,-0.0,28.1,20.71,14.69,7.17,0.113,0.097,0.078,0.061,0.027
2018,DNK,Denmark,发达经济体,71.93,0.283,51.59,51.34,-0.12,-0.0,28.68,21.74,14.93,7.01,0.122,0.095,0.05,0.032,0.02
2019,DNK,Denmark,发达经济体,71.98,0.276,52.09,51.22,-0.13,-0.0,31.03,21.28,14.5,7.16,0.096,0.066,0.048,0.052,0.038
2020,DNK,Denmark,发达经济体,71.04,0.329,47.68,51.09,-0.13,-0.0,31.2,22.21,12.8,7.58,0.092,0.073,0.075,0.049,0.028
2021,DNK,Denmark,发达经济体,72.1,0.28,51.88,50.96,-0.13,0.0,29.92,20.55,12.52,7.93,0.066,0.109,0.084,0.027,0.033
2022,DNK,Denmark,发达经济体,72.17,0.311,49.69,50.84,-0.12,0.0,31.56,22.23,13.75,7.07,0.094,0.069,0.042,0.05,0.033
2023,DNK,Denmark,发达经济体,72.23,0.284,51.72,50.72,-0.12,0.0,29.43,22.67,16.16,7.07,0.128,0.075,0.049,0.039,0.033
2000,FIN,Finland,发达经济体,77.6,0.209,61.37,61.37,0.0,0.0,29.51,23.0,14.85,7.23,0.026,0.031,0.041,0.04,0.018
2001,FIN,Finland,发达经济体,77.7,0.221,60.55,61.35,-0.02,0.0,32.73,23.08,15.2,6.93,0.105,0.065,0.054,0.023,0.029
2002,FIN,Finland,发达经济体,77.83,0.212,61.36,61.33,-0.02,-0.0,33.64,22.78,15.53,8.64,0.059,0.089,0.052,0.019,0.019
2003,FIN,Finland,发达经济体,77.93,0.213,61.32,61.32,-0.02,-0.0,32.82,24.86,17.12,8.41,0.041,0.078,0.021,0.019,0.029
2004,FIN,Finland,发达经济体,78.06,0.211,61.57,61.3,-0.02,-0.0,31.86,24.05,17.46,8.65,0.061,0.092,0.065,0.017,0.013
2005,FIN,Finland,发达经济体,78.2,0.213,61.52,61.27,-0.02,-0.0,28.62,21.84,15.44,6.87,0.027,0.054,0.048,0.029,0.016
2006,FIN,Finland,发达经济体,78.3,0.216,61.41,61.25,-0.02,-0.0,30.59,22.16,15.76,7.26,0.104,0.063,0.047,0.014,0.012
2007,FIN,Finland,发达经济体,78.41,0.217,61.4,61.23,-0.03,-0.0,29.87,22.3,15.21,6.99,0.057,0.085,0.018,0.047,0.017
2008,FIN,Finland,发达经济体,78.06,0.235,59.72,61.2,-0.03,-0.0,33.72,21.63,16.2,8.67,0.033,0.057,0.055,0.029,0.03
2009,FIN,Finland,发达经济体,78.65,0.219,61.44,61.17,-0.03,-0.0,30.96,23.76,16.46,7.93,0.094,0.032,0.039,0.027,0.031
2010,FIN,Finland,发达经济体,78.78,0.22,61.46,61.14,-0.03,-0.0,29.54,22.47,16.79,8.6,0.017,0.066,0.021,0.018,0.025
2011,FIN,Finland,发达经济体,78.89,0.22,61.5,61.1,-0.04,-0.0,31.14,25.36,16.82,8.87,0.031,0.067,0.074,0.05,0.028
2012,FIN,Finland,发达经济体,79.02,0.222,61.44,61.06,-0.04,-0.0,32.89,23.72,14.33,8.81,0.033,0.075,0.033,0.014,0.021
2013,FIN,Finland,发达经济体,79.14,0.224,61.4,61.02,-0.04,-0.0,28.9,22.53,15.52,8.27,0.018,0.018,0.016,0.021,0.019
2014,FIN,Finland,发达经济体,79.25,0.234,60.69,60.97,-0.05,-0.0,34.6,25.54,14.01,8.83,0.113,0.025,0.074,0.049,0.03
2015,FIN,Finland,发达经济体,79.38,0.225,61.56,60.92,-0.05,-0.0,33.12,25.76,14.03,7.32,0.081,0.038,0.032,0.025,0.026
2016,FIN,Finland,发达经济体,79.5,0.23,61.24,60.86,-0.06,-0.0,34.02,22.41,14.65,7.51,0.045,0.027,0.076,0.051,0.025
2017,FIN,Finland,发达经济体,79.62,0.228,61.47,60.8,-0.06,-0.0,29.98,25.44,17.4,8.57,0.087,0.017,0.024,0.031,0.021
2018,FIN,Finland,发达经济体,79.74,0.235,60.99,60.74,-0.06,-0.0,32.41,22.08,17.52,8.41,0.038,0.072,0.034,0.041,0.026
2019,FIN,Finland,发达经济体,79.85,0.229,61.55,60.68,-0.06,-0.0,30.28,24.77,15.43,7.68,0.029,0.076,0.055,0.033,0.014
2020,FIN,Finland,发达经济体,78.98,0.28,56.89,60.61,-0.07,-0.0,32.16,23.78,14.6,7.1,0.047,0.098,0.043,0.048,0.027
2021,FIN,Finland,发达经济体,80.09,0.232,61.51,60.55,-0.06,0.0,30.98,22.22,16.77,7.77,0.079,0.04,0.046,0.038,0.013
2022,FIN,Finland,发达经济体,80.22,0.262,59.23,60.48,-0.06,0.0,31.04,24.42,15.03,7.6,0.106,0.08,0.082,0.038,0.035
2023,FIN,Finland,发达经济体,80.33,0.234,61.56,60.42,-0.06,0.0,33.64,23.31,16.21,7.26,0.079,0.02,0.033,0.047,0.025
2000,BEL,Belgium,发达经济体,80.2,0.236,61.25,61.34,0.0,0.0,29.12,22.89,15.8,8.08,0.1,0.084,0.056,0.039,0.016
2001,BEL,Belgium,发达经济体,80.2,0.247,60.41,61.19,-0.15,0.0,33.63,25.86,16.4,7.55,0.038,0.03,0.069,0.035,0.016
2002,BEL,Belgium,发达经济体,80.23,0.236,61.32,61.03,-0.15,-0.0,31.25,22.89,17.46,7.14,0.094,0.063,0.077,0.04,0.029
2003,BEL,Belgium,发达经济体,80.26,0.241,60.94,60.88,-0.15,-0.0,30.08,24.79,15.06,8.02,0.081,0.055,0.062,0.039,0.027
2004,BEL,Belgium,发达经济体,80.19,0.241,60.9,60.73,-0.15,-0.0,33.38,24.65,17.18,7.86,0.11,0.053,0.032,0.048,0.033
2005,BEL,Belgium,发达经济体,80.2,0.243,60.7,60.57,-0.15,-0.0,32.65,24.29,17.11,8.17,0.052,0.08,0.034,0.032,0.034
2006,BEL,Belgium,发达经济体,80.17,0.245,60.53,60.42,-0.16,-0.0,31.52,24.44,17.08,8.45,0.064,0.075,0.046,0.056,0.02
2007,BEL,Belgium,发达经济体,80.2,0.246,60.47,60.26,-0.16,-0.0,31.88,22.61,17.59,8.62,0.059,0.072,0.02,0.051,0.028
2008,BEL,Belgium,发达经济体,79.68,0.268,58.37,60.1,-0.16,-0.0,29.49,24.54,16.75,8.57,0.05,0.079,0.052,0.039,0.026
2009,BEL,Belgium,发达经济体,80.18,0.249,60.24,59.94,-0.16,-0.0,30.44,24.71,16.27,7.82,0.118,0.097,0.072,0.042,0.025
2010,BEL,Belgium,发达经济体,80.19,0.25,60.12,59.78,-0.16,-0.0,32.8,22.94,16.82,8.83,0.11,0.029,0.033,0.022,0.028
2011,BEL,Belgium,发达经济体,80.18,0.253,59.9,59.61,-0.17,-0.0,32.78,25.84,15.64,7.67,0.032,0.087,0.048,0.042,0.032
2012,BEL,Belgium,发达经济体,80.17,0.252,59.98,59.44,-0.17,-0.0,34.55,23.81,15.0,7.47,0.032,0.098,0.074,0.055,0.02
2013,BEL,Belgium,发达经济体,80.15,0.254,59.8,59.26,-0.18,-0.0,33.47,25.78,14.84,7.56,0.102,0.036,0.057,0.034,0.032
2014,BEL,Belgium,发达经济体,80.14,0.266,58.86,59.08,-0.18,-0.0,32.77,23.96,15.57,8.38,0.116,0.102,0.073,0.026,0.017
2015,BEL,Belgium,发达经济体,80.15,0.257,59.57,58.89,-0.19,-0.0,29.1,25.13,14.54,8.43,0.107,0.037,0.063,0.052,0.019
2016,BEL,Belgium,发达经济体,80.13,0.264,58.97,58.7,-0.19,-0.0,32.75,23.35,16.8,7.06,0.081,0.088,0.048,0.027,0.03
2017,BEL,Belgium,发达经济体,80.13,0.262,59.15,58.51,-0.19,-0.0,29.93,23.52,17.98,7.53,0.039,0.066,0.045,0.032,0.017
2018,BEL,Belgium,发达经济体,80.12,0.269,58.54,58.32,-0.2,-0.0,34.1,24.11,15.77,7.22,0.047,0.038,0.028,0.027,0.032
2019,BEL,Belgium,发达经济体,80.12,0.264,58.98,58.12,-0.2,-0.0,30.53,23.31,17.93,7.98,0.064,0.054,0.042,0.055,0.029
2020,BEL,Belgium,发达经济体,79.11,0.314,54.26,57.92,-0.2,-0.0,33.08,23.38,15.23,7.37,0.142,0.06,0.07,0.053,0.024
2021,BEL,Belgium,发达经济体,80.1,0.265,58.86,57.72,-0.2,0.0,31.11,24.63,14.95,8.74,0.082,0.06,0.03,0.026,0.023
2022,BEL,Belgium,发达经济体,80.1,0.299,56.11,57.52,-0.2,0.0,29.3,24.98,17.13,7.52,0.07,0.114,0.078,0.05,0.031
2023,BEL,Belgium,发达经济体,80.09,0.271,58.42,57.32,-0.2,0.0,34.48,23.36,16.16,7.02,0.039,0.105,0.032,0.047,0.029
2000,AUT,Austria,发达经济体,77.51,0.258,57.48,57.38,0.0,0.0,29.18,21.52,16.65,7.46,0.041,0.104,0.026,0.053,0.031
2001,AUT,Austria,发达经济体,77.54,0.269,56.68,57.41,0.03,0.0,29.12,23.51,14.24,7.58,0.1,0.036,0.048,0.032,0.022
2002,AUT,Austria,发达经济体,77.55,0.257,57.59,57.45,0.03,0.0,33.63,22.0,14.67,7.46,0.093,0.052,0.031,0.046,0.02
2003,AUT,Austria,发达经济体,77.59,0.258,57.61,57.48,0.03,-0.0,33.66,24.05,13.67,8.71,0.076,0.087,0.029,0.052,0.023
2004,AUT,Austria,发达经济体,77.59,0.257,57.62,57.51,0.03,-0.0,31.73,23.79,17.46,8.44,0.077,0.064,0.04,0.029,0.032
2005,AUT,Austria,发达经济体,77.65,0.259,57.53,57.54,0.03,-0.0,31.3,22.96,15.77,6.83,0.086,0.062,0.048,0.045,0.033
2006,AUT,Austria,发达经济体,77.65,0.257,57.69,57.57,0.03,-0.0,32.91,23.23,13.68,7.03,0.117,0.087,0.032,0.032,0.021
2007,AUT,Austria,发达经济体,77.67,0.256,57.79,57.6,0.03,-0.0,30.27,23.43,13.68,7.87,0.09,0.039,0.047,0.054,0.02
2008,AUT,Austria,发达经济体,77.18,0.274,56.07,57.63,0.03,-0.0,29.12,22.81,16.12,8.17,0.109,0.036,0.048,0.05,0.035
2009,AUT,Austria,发达经济体,77.71,0.256,57.81,57.65,0.03,-0.0,33.92,21.71,14.6,8.52,0.095,0.055,0.08,0.022,0.021
2010,AUT,Austria,发达经济体,77.76,0.254,58.04,57.68,0.02,-0.0,32.59,23.82,14.26,8.51,0.047,0.092,0.027,0.056,0.025
2011,AUT,Austria,发达经济体,77.77,0.253,58.12,57.7,0.02,-0.0,32.02,24.31,13.65,7.55,0.108,0.068,0.049,0.036,0.026
2012,AUT,Austria,发达经济体,77.81,0.252,58.17,57.72,0.02,-0.0,28.19,25.09,15.97,7.64,0.106,0.051,0.031,0.057,0.027
2013,AUT,Austria,发达经济体,77.83,0.252,58.22,57.73,0.01,-0.0,32.99,22.13,17.48,6.95,0.06,0.055,0.046,0.041,0.028
2014,AUT,Austria,发达经济体,77.87,0.261,57.52,57.74,0.01,-0.0,32.41,24.78,13.9,8.15,0.128,0.061,0.033,0.05,0.024
2015,AUT,Austria,发达经济体,77.89,0.251,58.38,57.74,0.01,-0.0,29.25,24.07,14.36,6.89,0.108,0.045,0.06,0.027,0.03
2016,AUT,Austria,发达经济体,77.92,0.255,58.06,57.74,0.0,-0.0,33.73,23.68,14.92,7.24,0.122,0.025,0.033,0.052,0.032
2017,AUT,Austria,发达经济体,77.94,0.251,58.41,57.74,-0.0,-0.0,30.28,22.48,14.71,7.56,0.074,0.035,0.072,0.041,0.022
2018,AUT,Austria,发达经济体,77.96,0.259,57.77,57.74,-0.0,-0.0,29.71,24.47,15.42,7.5,0.107,0.059,0.078,0.035,0.023
2019,AUT,Austria,发达经济体,77.98,0.248,58.64,57.73,-0.01,-0.0,28.56,24.77,15.11,8.0,0.114,0.087,0.077,0.053,0.033
2020,AUT,Austria,发达经济体,77.01,0.299,53.97,57.72,-0.01,-0.0,32.6,23.23,15.11,8.38,0.091,0.114,0.066,0.034,0.029
2021,AUT,Austria,发达经济体,78.04,0.247,58.8,57.72,-0.01,0.0,33.11,24.33,16.12,6.92,0.065,0.077,0.028,0.036,0.032
2022,AUT,Austria,发达经济体,78.07,0.276,56.54,57.71,-0.0,0.0,28.47,23.17,15.25,8.28,0.081,0.105,0.056,0.048,0.033
2023,AUT,Austria,发达经济体,78.09,0.246,58.84,57.71,-0.0,0.0,29.61,22.48,16.78,8.33,0.097,0.085,0.036,0.03,0.026
2000,IRL,Ireland,发达经济体,76.45,0.208,60.53,60.45,0.0,0.0,28.3,21.07,14.24,7.47,0.031,0.016,0.027,0.02,0.028
2001,IRL,Ireland,发达经济体,76.44,0.221,59.52,60.31,-0.15,0.0,31.27,24.3,15.38,7.85,0.096,0.018,0.026,0.047,0.029
2002,IRL,Ireland,发达经济体,76.39,0.211,60.3,60.16,-0.15,0.0,30.39,23.05,17.24,7.02,0.043,0.065,0.032,0.036,0.026
2003,IRL,Ireland,发达经济体,76.35,0.213,60.06,60.01,-0.15,-0.0,31.74,21.98,16.39,7.22,0.081,0.038,0.049,0.018,0.019
2004,IRL,Ireland,发达经济体,76.34,0.214,59.98,59.86,-0.15,-0.0,31.73,23.08,14.37,6.74,0.079,0.031,0.019,0.04,0.013
2005,IRL,Ireland,发达经济体,76.26,0.216,59.79,59.71,-0.15,-0.0,29.61,23.72,16.81,7.87,0.055,0.045,0.025,0.025,0.017
2006,IRL,Ireland,发达经济体,76.26,0.216,59.81,59.56,-0.15,-0.0,31.19,23.75,16.02,7.69,0.086,0.075,0.062,0.049,0.015
2007,IRL,Ireland,发达经济体,76.2,0.218,59.61,59.41,-0.15,-0.0,32.9,21.35,14.86,8.36,0.077,0.033,0.026,0.018,0.032
2008,IRL,Ireland,发达经济体,75.67,0.238,57.7,59.25,-0.15,-0.0,27.32,23.73,13.74,6.59,0.048,0.092,0.075,0.022,0.014
2009,IRL,Ireland,发达经济体,76.13,0.221,59.29,59.1,-0.16,-0.0,28.97,24.79,15.72,7.89,0.029,0.093,0.072,0.038,0.026
2010,IRL,Ireland,发达经济体,76.1,0.221,59.3,58.94,-0.16,-0.0,30.91,23.61,14.12,7.86,0.028,0.025,0.064,0.016,0.027
2011,IRL,Ireland,发达经济体,76.05,0.222,59.13,58.78,-0.16,-0.0,29.16,20.9,13.75,7.17,0.039,0.082,0.069,0.032,0.026
2012,IRL,Ireland,发达经济体,76.03,0.223,59.07,58.62,-0.16,-0.0,27.98,22.72,16.9,8.2,0.111,0.03,0.026,0.045,0.026
2013,IRL,Ireland,发达经济体,75.97,0.225,58.91,58.45,-0.17,-0.0,31.81,21.67,13.84,7.66,0.025,0.038,0.024,0.05,0.018
2014,IRL,Ireland,发达经济体,75.94,0.235,58.11,58.27,-0.17,-0.0,27.74,23.76,13.5,8.2,0.04,0.039,0.031,0.041,0.027
2015,IRL,Ireland,发达经济体,75.9,0.228,58.63,58.1,-0.18,-0.0,33.34,23.81,13.59,8.14,0.059,0.088,0.062,0.04,0.014
2016,IRL,Ireland,发达经济体,75.87,0.233,58.2,57.92,-0.18,-0.0,31.6,23.69,17.04,7.35,0.03,0.084,0.045,0.053,0.014
2017,IRL,Ireland,发达经济体,75.83,0.229,58.43,57.73,-0.18,-0.0,33.04,21.92,15.95,7.36,0.081,0.056,0.024,0.049,0.022
2018,IRL,Ireland,发达经济体,75.79,0.239,57.64,57.55,-0.19,-0.0,33.05,23.41,15.2,7.42,0.088,0.087,0.044,0.018,0.016
2019,IRL,Ireland,发达经济体,75.75,0.233,58.1,57.36,-0.19,-0.0,31.65,21.19,15.02,7.66,0.024,0.068,0.062,0.016,0.024
2020,IRL,Ireland,发达经济体,74.72,0.282,53.66,57.17,-0.19,-0.0,32.27,21.81,14.39,7.25,0.082,0.055,0.076,0.052,0.023
2021,IRL,Ireland,发达经济体,75.68,0.235,57.92,56.98,-0.19,0.0,32.39,24.61,13.22,7.6,0.074,0.078,0.03,0.047,0.025
2022,IRL,Ireland,发达经济体,75.64,0.264,55.66,56.8,-0.19,0.0,28.15,23.41,15.03,7.55,0.059,0.073,0.05,0.056,0.022
2023,IRL,Ireland,发达经济体,75.6,0.236,57.74,56.61,-0.19,0.0,29.62,21.35,15.05,7.94,0.098,0.024,0.054,0.045,0.027
2000,NZL,New Zealand,发达经济体,75.86,0.262,55.96,55.88,0.0,0.0,32.69,21.49,15.58,7.43,0.062,0.103,0.041,0.046,0.025
2001,NZL,New Zealand,发达经济体,75.92,0.273,55.2,55.91,0.03,0.0,30.96,23.7,13.39,6.62,0.082,0.075,0.062,0.024,0.019
2002,NZL,New Zealand,发达经济体,76.02,0.263,56.0,55.94,0.03,0.0,28.91,23.7,14.92,7.88,0.111,0.035,0.053,0.055,0.02
2003,NZL,New Zealand,发达经济体,76.09,0.264,56.01,55.98,0.03,-0.0,27.89,20.9,14.62,6.83,0.103,0.059,0.047,0.045,0.031
2004,NZL,New Zealand,发达经济体,76.17,0.263,56.13,56.01,0.03,-0.0,29.7,24.0,16.38,8.46,0.049,0.081,0.032,0.04,0.031
2005,NZL,New Zealand,发达经济体,76.25,0.264,56.15,56.04,0.03,-0.0,29.23,24.71,14.38,7.52,0.039,0.046,0.05,0.021,0.027
2006,NZL,New Zealand,发达经济体,76.3,0.264,56.18,56.07,0.03,-0.0,27.52,21.08,14.06,7.56,0.067,0.087,0.078,0.052,0.029
2007,NZL,New Zealand,发达经济体,76.38,0.264,56.24,56.09,0.03,-0.0,33.52,24.87,15.56,7.07,0.071,0.095,0.069,0.031,0.034
2008,NZL,New Zealand,发达经济体,75.98,0.283,54.47,56.12,0.03,-0.0,28.45,21.7,16.88,7.88,0.067,0.053,0.081,0.049,0.033
2009,NZL,New Zealand,发达经济体,76.56,0.262,56.53,56.14,0.02,-0.0,28.07,24.25,13.4,6.85,0.034,0.088,0.025,0.027,0.03
2010,NZL,New Zealand,发达经济体,76.63,0.262,56.58,56.16,0.02,-0.0,33.54,21.94,15.83,7.22,0.087,0.047,0.025,0.052,0.022
2011,NZL,New Zealand,发达经济体,76.69,0.262,56.57,56.18,0.02,-0.0,32.52,22.91,14.39,8.32,0.092,0.097,0.049,0.041,0.036
2012,NZL,New Zealand,发达经济体,76.77,0.263,56.59,56.2,0.01,-0.0,32.94,24.44,15.89,8.05,0.031,0.088,0.076,0.033,0.036
2013,NZL,New Zealand,发达经济体,76.86,0.263,56.65,56.21,0.01,-0.0,28.51,22.69,17.02,8.58,0.059,0.075,0.078,0.043,0.023
2014,NZL,New Zealand,发达经济体,76.92,0.271,56.05,56.21,0.01,-0.0,33.29,24.18,15.43,8.17,0.087,0.031,0.07,0.042,0.02
2015,NZL,New Zealand,发达经济体,77.02,0.261,56.89,56.21,0.0,-0.0,32.92,24.89,16.2,7.69,0.114,0.03,0.04,0.041,0.021
2016,NZL,New Zealand,发达经济体,77.09,0.268,56.4,56.21,-0.0,-0.0,32.04,22.85,14.84,6.73,0.036,0.039,0.039,0.058,0.033
2017,NZL,New Zealand,发达经济体,77.17,0.261,56.99,56.2,-0.01,-0.0,32.75,23.77,15.36,7.49,0.114,0.027,0.03,0.035,0.023
2018,NZL,New Zealand,发达经济体,77.25,0.271,56.3,56.19,-0.01,-0.0,29.99,23.5,15.96,8.51,0.069,0.029,0.062,0.06,0.019
2019,NZL,New Zealand,发达经济体,77.32,0.263,56.97,56.18,-0.01,-0.0,31.69,24.28,14.47,8.13,0.127,0.086,0.076,0.049,0.024
2020,NZL,New Zealand,发达经济体,76.4,0.312,52.56,56.17,-0.01,-0.0,33.03,21.19,17.02,8.15,0.071,0.081,0.034,0.033,0.04
2021,NZL,New Zealand,发达经济体,77.48,0.262,57.21,56.16,-0.01,0.0,33.02,24.08,15.86,8.14,0.064,0.041,0.073,0.053,0.019
2022,NZL,New Zealand,发达经济体,77.55,0.293,54.84,56.15,-0.01,0.0,30.41,23.44,17.47,8.18,0.11,0.108,0.069,0.028,0.032
2023,NZL,New Zealand,发达经济体,77.63,0.262,57.28,56.14,-0.01,0.0,33.75,24.17,17.07,7.18,0.076,0.07,0.026,0.032,0.021
2000,SGP,Singapore,发达经济体,80.68,0.239,61.42,61.36,0.0,0.0,35.08,24.72,15.0,8.96,0.044,0.032,0.045,0.017,0.016
2001,SGP,Singapore,发达经济体,80.79,0.253,60.39,61.33,-0.02,0.0,30.64,26.1,16.78,7.65,0.082,0.024,0.065,0.054,0.032
2002,SGP,Singapore,发达经济体,80.9,0.239,61.53,61.31,-0.02,0.0,33.14,25.85,15.06,8.6,0.086,0.056,0.062,0.036,0.025
2003,SGP,Singapore,发达经济体,81.03,0.243,61.32,61.29,-0.02,-0.0,31.9,25.93,18.09,8.56,0.033,0.05,0.077,0.029,0.017
2004,SGP,Singapore,发达经济体,81.19,0.244,61.37,61.26,-0.03,-0.0,30.86,25.09,18.19,7.97,0.037,0.083,0.038,0.026,0.034
2005,SGP,Singapore,发达经济体,81.29,0.246,61.32,61.23,-0.03,-0.0,33.59,26.0,17.0,8.0,0.044,0.071,0.036,0.022,0.022
2006,SGP,Singapore,发达经济体,81.42,0.247,61.35,61.2,-0.03,-0.0,32.09,23.34,14.39,8.62,0.032,0.094,0.067,0.055,0.028
2007,SGP,Singapore,发达经济体,81.53,0.247,61.4,61.17,-0.03,-0.0,32.71,25.97,16.95,8.06,0.09,0.076,0.066,0.039,0.033
2008,SGP,Singapore,发达经济体,81.17,0.266,59.54,61.14,-0.03,-0.0,34.42,23.68,17.21,8.13,0.061,0.082,0.063,0.054,0.02
2009,SGP,Singapore,发达经济体,81.8,0.248,61.5,61.1,-0.03,-0.0,35.51,24.74,15.14,7.65,0.052,0.044,0.059,0.044,0.033
2010,SGP,Singapore,发达经济体,81.92,0.25,61.42,61.07,-0.04,-0.0,31.76,23.52,16.76,8.82,0.104,0.039,0.049,0.043,0.021
2011,SGP,Singapore,发达经济体,82.05,0.251,61.43,61.02,-0.04,-0.0,33.14,23.55,16.11,8.14,0.046,0.086,0.048,0.053,0.025
2012,SGP,Singapore,发达经济体,82.15,0.253,61.37,60.98,-0.05,-0.0,33.24,24.78,16.44,8.94,0.075,0.094,0.029,0.018,0.029
2013,SGP,Singapore,发达经济体,82.3,0.253,61.46,60.93,-0.05,-0.0,32.24,24.45,17.79,7.83,0.081,0.041,0.045,0.051,0.024
2014,SGP,Singapore,发达经济体,82.41,0.265,60.6,60.87,-0.06,-0.0,31.18,23.77,17.97,8.38,0.066,0.097,0.041,0.022,0.019
2015,SGP,Singapore,发达经济体,82.55,0.255,61.51,60.81,-0.06,-0.0,35.1,23.89,15.64,7.3,0.071,0.057,0.043,0.025,0.032
2016,SGP,Singapore,发达经济体,82.68,0.261,61.1,60.74,-0.07,-0.0,34.87,23.18,15.34,8.69,0.036,0.086,0.068,0.057,0.017
2017,SGP,Singapore,发达经济体,82.79,0.259,61.35,60.67,-0.07,-0.0,31.93,22.91,14.69,8.02,0.121,0.101,0.041,0.033,0.027
2018,SGP,Singapore,发达经济体,82.92,0.267,60.8,60.6,-0.07,-0.0,33.5,25.34,16.85,8.81,0.064,0.052,0.057,0.053,0.031
2019,SGP,Singapore,发达经济体,83.03,0.259,61.5,60.53,-0.07,-0.0,32.57,23.79,18.24,8.36,0.077,0.092,0.047,0.037,0.017
2020,SGP,Singapore,发达经济体,82.17,0.312,56.54,60.45,-0.08,-0.0,32.65,22.88,17.65,9.07,0.1,0.048,0.064,0.038,0.039
2021,SGP,Singapore,发达经济体,83.29,0.262,61.47,60.38,-0.07,0.0,34.98,25.67,18.02,8.68,0.042,0.027,0.031,0.051,0.022
2022,SGP,Singapore,发达经济体,83.41,0.294,58.88,60.3,-0.07,0.0,31.31,26.06,17.35,8.16,0.135,0.076,0.043,0.063,0.023
